poll_time_utc,sensor_id,sensor_name,rain_24h_in,active
2026-08-06T12:28:24Z,BB,Bowery Bay,0.0,True
2026-08-06T12:28:24Z,CI,Coney Island,0.0,True
2026-08-06T12:28:24Z,HP,Hunts Point,0.0,True
2026-08-06T12:28:24Z,JA,Jamaica,0.0,True
2026-08-06T12:28:24Z,NC,Newtown Creek,0.0,True
2026-08-06T12:28:24Z,NR,North River,0.0,True
2026-08-06T12:28:24Z,OB,Oakwood Beach,0.0,True
2026-08-06T12:28:24Z,OH,Owls Head,0.0,True
2026-08-06T12:28:24Z,PR,Port Richmond,0.0,True
2026-08-06T12:28:24Z,RH,Red Hook,0.0,True
2026-08-06T12:28:24Z,RK,Rockaway,0.0,True
2026-08-06T12:28:24Z,TI,Tallman Island,0.0,True
2026-08-06T12:28:24Z,WI,Wards Island,0.0,True
2026-08-06T14:57:10Z,26,26th Ward Plant,0.0,True
2026-08-06T14:57:10Z,BB,Bowery Bay,0.0,True
2026-08-06T14:57:10Z,CI,Coney Island,0.0,True
2026-08-06T14:57:10Z,HP,Hunts Point,0.0,True
2026-08-06T14:57:10Z,JA,Jamaica,0.0,True
2026-08-06T14:57:10Z,NC,Newtown Creek,0.0,True
2026-08-06T14:57:10Z,NR,North River,0.0,True
2026-08-06T14:57:10Z,OB,Oakwood Beach,0.0,True
2026-08-06T14:57:10Z,OH,Owls Head,0.0,True
2026-08-06T14:57:10Z,PR,Port Richmond,0.0,True
2026-08-06T14:57:10Z,RH,Red Hook,0.0,True
2026-08-06T14:57:10Z,RK,Rockaway,0.0,True
2026-08-06T14:57:10Z,TI,Tallman Island,0.0,True
2026-08-06T14:57:10Z,WI,Wards Island,0.0,True
2026-08-07T00:43:32Z,26,26th Ward Plant,0.0,True
2026-08-07T00:43:32Z,BB,Bowery Bay,0.0,True
2026-08-07T00:43:32Z,CI,Coney Island,0.0,True
2026-08-07T00:43:32Z,HP,Hunts Point,0.0,True
